"Column1","Column2","Correlation"
"ChangeRSI","ClassChange100Period",-0.00767935905605555
"Change5Period","DailyClassChangeMACD",-0.00767891621217132
"Time.08.00.00","Change5Period",0.00767489103600383
"ConsecChange1Period","ConsecChange25Period",-0.00767407659441233
"DailyChangeMACD","DailyConsecChange100Period",0.00767145305871964
"Time.00.00.00","ConsecChangeMACD",-0.00767085794359446
"Time.17.00.00","ConsecChange50Period",-0.00766960810869932
"DailyClassChange10Period","DailyConsecChange50Period",-0.00766548560932279
"Time.14.00.00","ChangeFuture5",0.00766272889450192
"Time.00.00.00","ConsecChange25Period",0.0076525742188096
"DailyClassChangeSlowRSI","DailyConsecChange200Period",0.00764954509213567
"Month.Jun","ChangeEMA",0.0076488577760756
"Month.Aug","DailyChange50Period",-0.00764226634055376
"Time.18.00.00","ChangeRSI",0.00763532193377614
"ChangeRSI","ChangeFuture10",-0.00763190211728215
"Time.12.00.00","ConsecChange5Period",0.00762960175052285
"ConsecChange10Period","ChangeFuture100",-0.00762651488184929
"Month.Dec","Day.Sun",-0.00762073555961251
"ConsecChangeMACD","DailyConsecChange1Period",0.00760995270684361
"Month.Jan","ConsecChange5Period",0.00760201923549175
"ClassChange5Period","ChangeFuture200",0.00759771000593901
"ClassChange200Period","ConsecChange100Period",0.00759162474423647
"MACD","ConsecChange5Period",-0.00756164593622088
"Day.Wed","DailyClassChangeRSI",0.00755936279892921
"Month.Dec","DailyClassChangeRSI",-0.0075560137629509
"Day.Wed","DailyClassChange25Period",-0.00755286728963256
"Month.Dec","ClassChange5Period",0.00755201140418649
"ConsecChange5Period","DailyChange50Period",0.00754682859405875
"ClassChange5Period","DailyClassChange25Period",0.00754603603854775
"ClassChangeMACD","DailyConsecChange50Period",0.00753962900489569
"ConsecChange1Period","DailyClassChange5Period",0.00753954518586397
"ConsecChange25Period","DailyClassChange50Period",0.00753848068416119
"Month.Apr","Change1Period",0.00753739196807146
"Day.Mon","ChangeFuture10",-0.00753507064655423
"Time.07.00.00","ClassChange1Period",0.00752232503145933
"ClassChange5Period","ConsecChange100Period",-0.00751842092722654
"DailyChange50Period","ChangeFuture5",0.00751531403511763
"ConsecChangeMACD","DailyClassChangeEMA",0.00751317711547017
"DailyChange1Period","DailyConsecChange10Period",0.00751110538840294
"DailyChange10Period","DailyChangeMACD",0.00750045711174607
"Month.May","ChangeFuture1",-0.00749839143827558
"ClassChange25Period","DailyConsecChange5Period",0.00749477557837963
"ClassChangeEMA","ChangeFuture25",-0.00749349128454924
"Time.20.00.00","ChangeFuture10",-0.00749266380444169
"Time.19.00.00","ChangeFuture10",-0.00749201839789748
"Time.23.00.00","RSI",-0.00748688774183393
"Change25Period","DailyConsecChangeMACD",-0.00748399691656232
"ChangeEMA","DailyChange200Period",0.00748187676072121
"Month.Oct","Change25Period",0.0074594309553504
"Change100Period","ClassChangeMACD",-0.00745495595037937
"DailyClassChangeRSI","DailyConsecChange100Period",0.00744443200528622
"Time.03.00.00","ChangeFuture5",0.00743970181792974
"Month.May","Change1Period",-0.00743859726935625
"Change10Period","DailyClassChange50Period",0.00743702193722129
"Day.Sun","Change10Period",0.00742983585223556
"Month.Mar","Change5Period",0.00741041591390967
"ClassChange10Period","ConsecChangeRSI",0.00740825477987528
"Time.23.00.00","ConsecChange25Period",0.00740370620042086
"Day.Wed","ConsecChange50Period",0.00739834271371365
"ConsecChangeMACD","ChangeFuture5",-0.00739833619445562
"Time.06.00.00","ClassChangeSlowRSI",0.00739452475681901
"ConsecChange10Period","DailyChange100Period",0.00737604591995478
"Time.00.00.00","ChangeFuture10",0.0073713269084692
"Month.Jan","DailyClassChangeEMA",-0.00736918020993471
"Day.Sun","ClassChangeSlowRSI",-0.00735119311138988
"Time.20.00.00","ChangeRSI",0.00734937703236938
"DailyConsecChange10Period","ChangeFuture10",-0.00734490063041449
"Time.18.00.00","ChangeFuture10",-0.00734462821856141
"Month.Jan","DailyClassChange10Period",-0.0073432382196188
"DailyChangeMACD","ChangeFuture10",0.00733297364786267
"Month.Sep","Change100Period",0.00732782436534762
"DailyClassChangeSlowRSI","DailyConsecChange10Period",-0.00732554402202368
"Change10Period","DailyConsecChange10Period",-0.00730747496709228
"Month.Nov","DailyConsecChangeSlowRSI",-0.00730373989790678
"Time.10.00.00","Change10Period",0.00730360485613346
"Change200Period","ChangeSlowRSI",0.00729776732623577
"ClassChangeSlowRSI","ChangeFuture50",-0.00729350745677948
"Time.05.00.00","Change5Period",0.00729036657139659
"Month.Apr","ChangeFuture1",0.00728066312149167
"Day.Mon","ChangeFuture50",0.00727781793102622
"ClassChange10Period","DailyMACD",0.00726572424173355
"DailyClassChange1Period","DailyConsecChangeEMA",0.00726539082825184
"DailyClassChange1Period","DailyConsecChange50Period",0.00726170791313052
"ConsecChange1Period","ChangeFuture100",-0.00725442869588733
"Day.Sun","ChangeFuture10",-0.00725099723786116
"ChangeEMA","ConsecChange5Period",-0.00725083518773317
"DailyConsecChange1Period","DailyConsecChangeEMA",-0.00725035136565566
"Time.16.00.00","ClassChange5Period",-0.00724409846588969
"Month.Feb","DailyChangeMACD",0.00723907491192222
"Month.Oct","ClassChange5Period",0.00723283318802714
"Time.09.00.00","ChangeRSI",-0.0072215492837131
"Month.Jul","Day.Sat",0.00722006522119045
"Day.Fri","DailyClassChange25Period",0.00720766326412559
"DailyConsecChange10Period","ChangeFuture25",-0.00720483483746648
"DailyConsecChange100Period","ChangeFuture100",-0.00720028067007661
"ConsecChangeSlowRSI","DailyChange10Period",0.0071971919387579
"ClassChange25Period","ConsecChange200Period",0.00718736322596669
"Time.11.00.00","ClassChangeMACD",0.00718245282769203
"Time.00.00.00","Change10Period",-0.00718140695244074
"ConsecChangeEMA","DailyConsecChange25Period",0.00717947725206614
"ChangeSlowRSI","DailyConsecChange25Period",-0.00717724114656448
"Month.Sep","DailyChange10Period",0.00717249140143394
"Time.02.00.00","Change5Period",-0.00716983154416084
"Change10Period","DailyConsecChange25Period",-0.00716515351086855
"ClassChange10Period","DailyConsecChangeMACD",0.00716047221794724
"Change200Period","ClassChangeSlowRSI",0.00716030970215797
"ClassChangeRSI","DailyClassChangeEMA",-0.00715444423258305
"ConsecChange10Period","DailyClassChange10Period",-0.00715393247082829
"ClassChangeEMA","ConsecChange10Period",-0.00715295365080237
"ChangeRSI","DailyChange200Period",-0.00715268077328801
"Change5Period","DailyChange1Period",0.00715050147846341
"Time.09.00.00","ClassChangeSlowRSI",0.00713849114254117
"MACD","DailyConsecChange25Period",-0.00713674910366535
"ConsecChangeMACD","DailyClassChangeRSI",-0.0071341497823596
"DailyChangeMACD","DailyClassChange50Period",0.00712794344872236
"ClassChange1Period","DailyClassChange200Period",-0.00712133198976517
"Time.09.00.00","ConsecChangeRSI",0.00711941346526146
"Time.08.00.00","ChangeRSI",0.00711514847353101
"Month.Dec","ClassChange10Period",0.00711440993472934
"Time.14.00.00","ConsecChange25Period",-0.00711355544626713
"Time.09.00.00","ConsecChange25Period",0.00709294667467475
"Change10Period","ChangeFuture100",-0.00708855129778385
"Change200Period","ConsecChange1Period",0.00708713242784142
"Day.Tue","DailyConsecChange1Period",-0.0070796525105834
"ClassChange200Period","ClassChangeMACD",-0.00707717472687364
"Month.Oct","ClassChange1Period",0.00706663448363543
"ChangeEMA","ChangeFuture100",-0.00706193130463362
"Time.10.00.00","ConsecChangeRSI",0.00705596245825291
"Time.20.00.00","RSI",0.00705483742058277
"Month.Feb","ChangeFuture5",0.0070535377599299
"ClassChange5Period","DailyClassChange100Period",0.00704714190214872
"ConsecChange10Period","ConsecChange50Period",0.00704600568860769
"ConsecChangeEMA","DailyMACD",0.00704314187169075
"RSI","DailyConsecChange50Period",-0.00702854059636593
"Month.Feb","DailyClassChangeEMA",0.00702151888981462
"ConsecChangeRSI","DailyChange10Period",-0.00702126789838076
"ConsecChange5Period","ChangeFuture200",-0.00701848510652781
"Day.Sun","DailyChangeSlowRSI",0.0070126261562109
"ClassChangeSlowRSI","DailyConsecChangeEMA",-0.00700821820646524
"ChangeEMA","DailyConsecChangeMACD",-0.00700120674446225
"Month.Mar","ClassChange200Period",0.00699511915445328
"DailyChange1Period","DailyConsecChangeMACD",-0.00699117593467236
"ConsecChangeEMA","DailyClassChangeSlowRSI",-0.00698941946029663
"Day.Sat","DailyConsecChangeEMA",0.00698593305423856
"ChangeEMA","DailyConsecChange10Period",-0.00698515493422747
"ClassChange25Period","ConsecChange100Period",-0.00696998136118054
"Time.10.00.00","ClassChange5Period",0.0069676348939538
"Day.Wed","Change25Period",0.00696652196347713
"ClassChange1Period","ConsecChange50Period",-0.00695972982794046
"ConsecChange25Period","DailyRSI",0.00695773679763079
"Change10Period","DailyChangeMACD",0.00695014791563153
"ClassChangeEMA","ConsecChangeSlowRSI",0.00694913929328322
"Time.19.00.00","Change10Period",0.00694549456238747
"ConsecChangeRSI","DailyConsecChangeEMA",-0.00694023398682475
"Month.Mar","DailyChangeRSI",0.00693316664546728
"Day.Tue","ConsecChangeRSI",0.00693145347759128
"Time.17.00.00","ChangeFuture5",-0.00691798934713006
"ChangeEMA","ConsecChange1Period",-0.00690152728930116
"ClassChange1Period","DailyConsecChange50Period",0.00690071424469352
"Day.Sun","DailyConsecChangeSlowRSI",0.00689645996317267
"ConsecChangeEMA","DailyChangeMACD",0.00688155414536595
"ClassChangeMACD","ConsecChange200Period",0.00687914015725255
"Time.21.00.00","ChangeFuture5",-0.0068784155882895
"Month.Sep","ConsecChangeRSI",-0.00687832338735461
"Time.06.00.00","ChangeRSI",0.00686990609392524
"Time.17.00.00","ChangeFuture1",0.00686654774472117
"Time.09.00.00","ClassChangeMACD",0.00686543015763164
"Change50Period","ChangeFuture200",-0.00686075212433934
"Time.09.00.00","ChangeSlowRSI",0.00685143610462546
"ConsecChange1Period","DailyChange100Period",0.00684986356645823
"Time.00.00.00","ChangeFuture5",0.00684610987082124
"ChangeEMA","ConsecChangeEMA",-0.00684445863589644
"Time.18.00.00","Change1Period",0.00684210984036326
"ConsecChangeSlowRSI","DailyChange1Period",0.00684121251106262
"Time.03.00.00","Change10Period",-0.00683194724842906
"Month.Mar","DailyChange100Period",0.00683130417019129
"ConsecChangeRSI","ChangeFuture5",-0.00682853488251567
"DailyConsecChange5Period","ChangeFuture200",-0.00682811066508293
"DailyClassChangeRSI","DailyConsecChange50Period",0.00682744337245822
"Day.Thu","ClassChange1Period",0.00682403100654483
"Time.01.00.00","ConsecChangeMACD",-0.00682385498657823
"Change5Period","ConsecChange1Period",-0.00682299444451928
"ClassChangeSlowRSI","ChangeFuture25",-0.00681912619620562
"Time.08.00.00","ClassChangeMACD",0.0068145589902997
"ClassChange5Period","DailyConsecChange25Period",0.00681277923285961
"ClassChange5Period","ChangeFuture1",-0.00681104511022568
"Month.Nov","ConsecChange5Period",-0.00680124247446656
"Time.19.00.00","ChangeFuture1",0.00680113537237048
"Day.Tue","DailyClassChange5Period",-0.00679798098281026
"Time.20.00.00","Change1Period",0.00678354827687144
"DailyChange10Period","ChangeFuture25",-0.0067775659263134
"Time.18.00.00","ChangeEMA",0.00677678314968944
"Change5Period","DailyChangeMACD",0.00676187081262469
"DailyChange100Period","DailyConsecChange1Period",-0.00674857711419463
"ChangeSlowRSI","ChangeFuture25",-0.00674455799162388
"Day.Thu","ChangeFuture200",-0.00674240617081523
"Change10Period","DailyClassChange200Period",0.00674129277467728
"Time.12.00.00","ConsecChange1Period",0.00673980871215463
"Change200Period","ClassChangeMACD",-0.00673657469451427
"ClassChange200Period","ChangeFuture5",0.00673530902713537
"Change10Period","ConsecChangeEMA",-0.00673521077260375
"ConsecChangeSlowRSI","ChangeFuture25",-0.006730483379215
"Day.Sat","DailyConsecChange100Period",0.00672770710662007
"ConsecChange100Period","DailyClassChange10Period",0.00672623515129089
"DailyChange50Period","DailyConsecChangeRSI",0.00672557018697262
"ClassChange50Period","ConsecChange200Period",0.00671527255326509
"DailyClassChange50Period","DailyConsecChange50Period",-0.00671041291207075
"Day.Mon","Time.18.00.00",-0.00670535583049059
"MACD","ChangeFuture5",-0.00670515047386289
"Time.04.00.00","ClassChangeRSI",0.0067001823335886
"Change50Period","ChangeFuture1",-0.00669404724612832
"Time.12.00.00","ConsecChangeMACD",-0.00668745767325163
"ConsecChange25Period","ChangeFuture200",0.00668134400621057
"Month.Nov","DailyClassChange1Period",-0.00667802337557077
"Month.Aug","ConsecChangeEMA",0.00667458912357688
"ConsecChangeRSI","DailyChange100Period",-0.00666894810274243
"ClassChangeEMA","ChangeFuture200",0.00666695460677147
"Time.02.00.00","ChangeRSI",0.00666199205443263
"Time.18.00.00","ClassChangeSlowRSI",0.00665773311629891
"DailyClassChangeRSI","DailyConsecChangeEMA",0.00665114587172866
"Time.01.00.00","RSI",-0.00664282497018576
"DailyChangeMACD","ChangeFuture5",0.0066407909616828
"Time.03.00.00","ClassChangeRSI",0.00663482397794724
"Time.08.00.00","ClassChangeRSI",0.00663318019360304
"Change50Period","DailyConsecChangeMACD",-0.00662717968225479
"ClassChange1Period","ConsecChange10Period",-0.0066222446039319
"Day.Thu","DailyClassChangeRSI",0.00662154424935579
"ConsecChange10Period","DailyChange200Period",0.00661662127822638
"Day.Tue","ChangeFuture25",0.00660874089226127
"Time.13.00.00","ConsecChange1Period",0.00659347651526332
"Month.Oct","ChangeFuture25",0.00658857543021441
"Day.Mon","DailyChange200Period",-0.00658759661018848
"Time.07.00.00","ClassChange25Period",0.006586660631001
"Month.Apr","DailyChangeRSI",0.00658622896298766
"Time.08.00.00","ChangeMACD",-0.00657908385619521
"ClassChangeRSI","DailyChange5Period",-0.00657895533367991
"Day.Mon","ChangeEMA",-0.00656582554802299
"Time.18.00.00","ConsecChange50Period",-0.00655350834131241
"ConsecChangeRSI","DailyClassChange10Period",-0.00655098538845778
"Change25Period","DailyConsecChange25Period",-0.00654888292774558
"DailyChange200Period","DailyConsecChangeSlowRSI",-0.00654710922390223
"Change10Period","ConsecChangeMACD",0.0065458039753139
"MACD","DailyConsecChange5Period",0.00654275668784976
"Time.07.00.00","ChangeRSI",0.00653565069660544
"Time.08.00.00","ClassChange1Period",0.00652970699593425
"Change100Period","ChangeRSI",-0.00652946811169386
"Day.Fri","ClassChange100Period",0.00651454925537109
"Time.01.00.00","ChangeEMA",-0.00651108799502254
"Change25Period","DailyConsecChange100Period",0.00651015853509307
"Change5Period","ConsecChangeEMA",-0.00650803185999393
"Day.Thu","DailyClassChange100Period",-0.00649575004354119
"Day.Sun","DailyConsecChange1Period",-0.00649365456774831
"SlowRSI","DailyConsecChange50Period",-0.00649161403998733
"Day.Tue","ChangeFuture5",0.00648913392797112
"ClassChangeSlowRSI","DailyConsecChange1Period",0.00647392263635993
"ClassChange100Period","ClassChangeMACD",-0.00646352022886276
"Month.Jan","DailyConsecChange1Period",0.00646349368616939
"Time.10.00.00","ConsecChange1Period",0.00646245060488582
"DailySlowRSI","DailyConsecChange10Period",-0.00645131943747401
"Day.Wed","ClassChange5Period",0.00645084353163838
"ClassChange100Period","ConsecChangeRSI",-0.00644680205732584
"Time.05.00.00","ChangeFuture1",0.00644358526915312
"Time.21.00.00","ChangeSlowRSI",-0.00644115591421723
"Change1Period","DailyChange1Period",-0.00642927084118128
"Day.Sun","SlowRSI",0.00642909063026309
"Time.00.00.00","ConsecChangeEMA",-0.00642877630889416
"ConsecChangeRSI","DailyClassChange5Period",-0.00642658630385995
"Time.06.00.00","Change1Period",0.00642175693064928
"ClassChange50Period","ChangeFuture25",-0.00641909847036004
"Change10Period","DailyConsecChangeRSI",0.00641728192567825
"Day.Mon","ConsecChangeRSI",-0.00640960689634085
"Change1Period","ChangeFuture50",-0.00639721099287271
"Month.Apr","ClassChangeSlowRSI",0.00639307172968984
"Month.Dec","DailyChange1Period",0.00639027822762728
"ClassChange50Period","DailyConsecChange100Period",0.00638923328369856
"Time.10.00.00","ChangeFuture10",0.00638717133551836
"Time.22.00.00","ClassChange50Period",-0.00638206815347075
"Month.Apr","ConsecChange1Period",0.00637671677395701
"Time.01.00.00","ClassChangeRSI",0.00636382307857275
"Time.11.00.00","ClassChangeEMA",0.0063633699901402
"ConsecChange1Period","DailyChange10Period",0.00636101374402642
"ChangeRSI","DailyConsecChangeRSI",0.00635510217398405
"Day.Fri","DailyClassChange200Period",-0.00635335966944695
"ClassChangeMACD","DailyClassChangeSlowRSI",-0.00635304301977158
"Time.14.00.00","ConsecChangeRSI",0.00634471699595451
"Time.04.00.00","ConsecChange25Period",0.00634456146508455
"Change200Period","ConsecChange25Period",0.00633908435702324
"Day.Tue","DailyClassChange10Period",-0.00633833836764097
"Month.Jun","DailyConsecChange50Period",-0.00633537536486983
"Month.Dec","Change25Period",0.00633492600172758
"Day.Wed","Time.18.00.00",-0.00632736552506685
"Time.02.00.00","ChangeFuture5",0.00632196245715022
"Month.Oct","ClassChangeSlowRSI",0.00632185582071543
"Change5Period","DailyRSI",0.00631668791174889
"Day.Tue","Change50Period",-0.00630712555721402
"Time.20.00.00","ClassChangeMACD",-0.00630389945581555
"Day.Sun","ClassChange25Period",-0.00629906682297587
"Change50Period","ConsecChangeEMA",0.0062925792299211
"ChangeMACD","ClassChange1Period",0.00627761986106634
"Day.Wed","ClassChange1Period",0.00627318769693375
"Day.Thu","Time.18.00.00",-0.00625806022435427
"ClassChange1Period","DailyClassChange5Period",-0.00624883407726884
"Time.11.00.00","ConsecChange1Period",0.00624859007075429
"Time.07.00.00","Change5Period",0.00624785758554935
"Day.Sun","DailyChange25Period",0.00624240888282657
"DailyRSI","ChangeFuture25",0.00623891549184918
"Day.Tue","Time.18.00.00",-0.00623709429055452
"DailyConsecChange25Period","ChangeFuture50",-0.00623221462592483
"DailyChange10Period","DailyConsecChangeMACD",-0.00622183969244361
"Month.Dec","DailyClassChange1Period",-0.00621893582865596
"Time.23.00.00","Change10Period",-0.00621318258345127
"Change25Period","ChangeFuture200",-0.00620257947593927
"DailyChange25Period","ChangeFuture100",-0.00619688304141164
"Month.Jul","ChangeFuture5",0.0061947233043611
"Month.Dec","Change50Period",0.00618466874584556
"Day.Wed","MACD",0.00618009129539132
"ClassChangeSlowRSI","ConsecChangeMACD",-0.00617940118536353
"RSI","ChangeFuture1",-0.0061784852296114
"Month.Jul","ClassChange10Period",0.00617536343634129
"Month.Jun","DailyClassChange5Period",-0.00617323722690344
"Day.Wed","DailyClassChange100Period",-0.00617271242663264
"Time.01.00.00","ChangeFuture5",0.00615121284499764
"Month.Aug","ChangeFuture1",-0.00614563329145312
"ConsecChangeMACD","DailyClassChange50Period",0.006142508238554
"Month.Aug","Day.Sat",0.0061400979757309
"Time.09.00.00","ConsecChangeEMA",-0.00613556755706668
"ChangeMACD","ClassChangeRSI",0.00613100733608007
"Change5Period","ConsecChange100Period",-0.00612976914271712
"Month.Oct","Day.Sun",0.00609866110607982
"Time.14.00.00","ChangeRSI",-0.00609808135777712
"Month.Jul","Change5Period",0.00609666667878628
"Day.Sat","DailyClassChange50Period",0.00609633885324001
"ConsecChangeEMA","ChangeFuture5",-0.0060923658311367
"ClassChange1Period","DailyConsecChange25Period",0.00608327006921172
"DailyChangeRSI","DailyConsecChangeSlowRSI",-0.00607683137059212
"ConsecChange1Period","DailyChangeMACD",0.00606170389801264
"ClassChange5Period","DailyChange200Period",0.00606139050796628
"DailyClassChange200Period","DailyConsecChangeEMA",0.00605846894904971
"DailyClassChange5Period","ChangeFuture5",-0.00604695454239845
"Month.Aug","Change1Period",-0.00604598596692085
"Time.15.00.00","ConsecChange5Period",0.0060376450419426
"Time.07.00.00","ClassChangeRSI",0.00603400450199842
"Month.Aug","ConsecChange200Period",-0.00602494925260544
"ConsecChange1Period","DailyConsecChangeRSI",0.00601883698254824
"ClassChange50Period","DailyConsecChangeRSI",-0.0060186255723238
"ConsecChangeEMA","DailyRSI",0.00601782696321607
"ChangeRSI","DailyClassChangeMACD",-0.00601362669840455
"Day.Sat","DailyMACD",0.00600989861413836
"Month.May","Day.Sat",0.00600410811603069
"Change100Period","DailyConsecChange10Period",-0.00600200751796365
"ClassChangeMACD","DailyChange5Period",-0.00599837070330977
"ClassChange200Period","ChangeFuture25",0.00598543370142579
"DailyClassChange25Period","DailyConsecChange50Period",0.00598271563649178
"Month.Dec","ChangeFuture25",0.00597488228231668
"Day.Wed","DailyClassChange50Period",-0.00597455352544785
"DailyChange10Period","DailyConsecChange50Period",0.00597302056849003
"ConsecChangeMACD","DailyConsecChange25Period",-0.00596875511109829
"Time.04.00.00","ClassChange5Period",0.00596854230388999
"ClassChange5Period","DailyClassChange1Period",0.00596685009077191
"Month.Dec","MACD",0.0059587680734694
"Time.12.00.00","ChangeFuture10",-0.00595714617520571
"Change5Period","DailyClassChange10Period",0.00595309259369969
"ClassChange10Period","DailyConsecChange50Period",0.0059501021169126
"ChangeEMA","DailyConsecChangeRSI",0.00594596145674586
"ClassChange100Period","ChangeFuture25",-0.00594214163720608
"Time.00.00.00","ConsecChangeRSI",-0.00593858351930976
"ConsecChangeRSI","DailyChangeEMA",-0.00592841347679496
"ClassChange5Period","DailyClassChange200Period",0.00592779833823442
"Time.16.00.00","ClassChangeEMA",-0.00592330144718289
"ClassChange25Period","ChangeFuture10",-0.00592024764046073
"Time.17.00.00","ConsecChangeSlowRSI",0.0059119425714016
"ConsecChange10Period","DailyConsecChange200Period",0.00590615719556808
"ClassChangeRSI","ConsecChange10Period",-0.00590143818408251
"Month.Feb","ConsecChange10Period",-0.00589962396770716
"Time.13.00.00","Change10Period",0.00589754479005933
"ChangeRSI","DailyClassChange200Period",-0.00589590612798929
"Time.00.00.00","ConsecChange50Period",0.00588735798373818
"Change50Period","DailyConsecChange200Period",0.00588046573102474
"Day.Mon","DailyChange50Period",-0.00588026270270348
"DailySlowRSI","ChangeFuture25",0.00587669666856527
"ConsecChange1Period","DailyChangeRSI",0.00587075855582952
"Time.01.00.00","ClassChange1Period",0.00586934108287096
"ClassChangeRSI","DailyChange100Period",0.0058605307713151
"ConsecChangeRSI","DailyChangeMACD",0.00585194397717714
"Time.09.00.00","ConsecChange1Period",0.00585107924416661
"Time.22.00.00","Change10Period",-0.00584414368495345
"DailyClassChangeEMA","ChangeFuture10",-0.00583481416106224
"DailyClassChangeRSI","ChangeFuture1",-0.00582837918773293
"Time.08.00.00","RSI",0.00582797080278397
"ConsecChangeMACD","DailyChange200Period",0.00582643644884229
"Time.05.00.00","ClassChangeSlowRSI",0.00581039907410741
"DailyConsecChange1Period","ChangeFuture200",-0.00580319296568632
"Day.Mon","Change10Period",-0.00579877337440848
"ConsecChange10Period","DailyConsecChange25Period",-0.00578944571316242
"Month.Nov","ClassChange10Period",-0.00578592950478196
"Month.Sep","ClassChange200Period",0.00578286312520504
"Time.06.00.00","Change5Period",0.00578213995322585
"DailyClassChangeSlowRSI","ChangeFuture10",-0.0057787224650383
"Month.Dec","DailyClassChangeMACD",-0.00576901063323021
"Time.05.00.00","ClassChangeMACD",-0.00575434882193804
"Change5Period","ClassChangeMACD",-0.00575110176578164
"Time.21.00.00","ConsecChangeMACD",-0.00575088802725077
"Time.14.00.00","ChangeSlowRSI",-0.00575057603418827
"DailyClassChange1Period","DailyConsecChangeRSI",-0.00574685633182526
"MACD","DailyConsecChangeRSI",-0.00573909608647227
"Day.Sun","MACD",0.00573254702612758
"Day.Mon","Change5Period",-0.00572418980300426
"Month.Jul","ConsecChangeRSI",-0.0057220971211791
"Day.Mon","DailyChangeEMA",-0.00571974134072661
"DailyChangeMACD","ChangeFuture25",0.00571195920929313
"ClassChange10Period","ChangeFuture10",-0.00570964859798551
"ClassChange5Period","DailyConsecChangeMACD",0.0057050846517086
"Time.08.00.00","ChangeFuture1",-0.00570508372038603
"MACD","ChangeFuture1",-0.00570464925840497
"DailyConsecChange50Period","DailyConsecChangeRSI",-0.00569508830085397
"Day.Sun","DailyConsecChange200Period",0.00569150596857071
"ClassChange200Period","DailyConsecChange50Period",-0.00568134058266878
"ChangeMACD","ClassChangeSlowRSI",0.00567719433456659
"ConsecChangeEMA","DailyClassChangeRSI",0.00567603902891278
"Time.15.00.00","ChangeSlowRSI",-0.00566897727549076
"Time.08.00.00","ChangeEMA",0.00566880311816931
"ConsecChangeSlowRSI","DailyChangeMACD",-0.00566190155223012
"Change5Period","DailyConsecChangeRSI",0.00565683096647263
"ConsecChange100Period","DailyChange50Period",-0.00565285189077258
"Time.20.00.00","ConsecChange1Period",-0.00564918154850602
"DailyChangeMACD","DailyConsecChange25Period",0.00564599270001054
"Time.09.00.00","Change1Period",-0.00564280292019248
"DailyRSI","DailyConsecChange10Period",0.00563846854493022
"Time.02.00.00","ChangeFuture10",0.00563233718276024
"DailyChangeMACD","DailyClassChange200Period",-0.00562747288495302
"ChangeEMA","ConsecChange25Period",-0.00560107035562396
"Time.14.00.00","ChangeFuture10",-0.00559869315475225
"DailyClassChange1Period","ChangeFuture1",-0.00559184793382883
"ClassChange50Period","ConsecChangeEMA",0.00559141533449292
"Month.Sep","ClassChangeRSI",-0.0055880113504827
"Day.Mon","ChangeFuture5",-0.00558340223506093
"ClassChange10Period","ChangeFuture100",-0.00558066042140126
"Time.20.00.00","MACD",0.00557569740340114
"Time.07.00.00","ConsecChange10Period",-0.00557298492640257
"Day.Wed","ClassChange25Period",0.00556740211322904
"Time.14.00.00","ClassChangeEMA",-0.00556679768487811
"MACD","ConsecChange1Period",0.00555803533643484
"Time.12.00.00","ConsecChangeEMA",-0.00554848834872246
"ClassChange10Period","DailyConsecChange25Period",0.00553864240646362
"Day.Thu","ConsecChangeRSI",-0.00552869495004416
"ClassChangeSlowRSI","ChangeFuture100",-0.00552104553207755
"ChangeMACD","ClassChangeEMA",0.00551767973229289
"Time.05.00.00","ChangeSlowRSI",0.00551239587366581
"Time.12.00.00","Change10Period",0.00551077071577311
"Day.Tue","DailyChange10Period",-0.00550318788737059
"ConsecChangeRSI","DailyConsecChange100Period",0.00549803907051682
"Day.Thu","DailyClassChange50Period",0.00548829324543476
"Change5Period","DailyClassChangeEMA",0.00548761943355203
"ClassChangeEMA","ConsecChange5Period",-0.00548632722347975
"Day.Sat","DailyClassChange5Period",0.00548312114551663
"ClassChange5Period","DailyConsecChange200Period",0.00547913089394569
"Day.Thu","DailyClassChange200Period",-0.00547780748456717
"ClassChangeRSI","ConsecChange5Period",-0.00547462422400713
"Time.07.00.00","ChangeEMA",0.00546348374336958
"Time.13.00.00","ConsecChange10Period",-0.00545674841850996
"Month.Jul","ClassChangeEMA",0.00545267900452018
"ConsecChange200Period","DailyConsecChange1Period",-0.00544000556692481
"Day.Wed","DailyChangeSlowRSI",0.00543292891234159
"Change10Period","DailyChange200Period",0.00543193425983191
"ChangeMACD","DailyChange10Period",0.00542807439342141
"Change100Period","ChangeFuture5",-0.00542753376066685
"Month.Oct","Change200Period",-0.00542539358139038
"Time.08.00.00","Change10Period",0.00541665265336633
"ClassChange10Period","DailySlowRSI",0.00541029684245586
"Time.02.00.00","RSI",-0.00540618831291795
"ConsecChange5Period","DailyClassChange200Period",0.00539513351395726
"Change10Period","DailyConsecChange1Period",0.0053876512683928
"DailyConsecChangeMACD","ChangeFuture10",-0.00537592079490423
"Time.03.00.00","ClassChange5Period",0.00537395244464278
"Time.03.00.00","ChangeFuture10",0.00536904204636812
"ClassChange50Period","DailyConsecChange25Period",0.00536597054451704
"Day.Tue","ClassChangeEMA",0.00536079192534089
"Time.21.00.00","ClassChangeSlowRSI",-0.00536073883995414
"Day.Sat","DailyConsecChangeSlowRSI",0.00535887107253075
"Month.May","ConsecChange10Period",0.00535733345896006
"Day.Fri","ChangeFuture25",0.00535583589226007
"Time.13.00.00","ChangeFuture10",-0.0053547197021544
"Change5Period","DailyConsecChange25Period",-0.00533877033740282
"Time.19.00.00","ClassChangeEMA",0.00533728580921888
